,date,start,end,deviceid,emptier type,skip_origin
225,2021-01-06,2021-01-06T15:06:52.316+02:00,2021-01-06T15:07:24.063+02:00,355629267161187,bcc,Milowa
226,2021-01-07,2021-01-07T08:23:02.572+02:00,2021-01-07T08:23:38.899+02:00,355629267161187,bcc,Mibawa Bus terminals
227,2021-01-07,2021-01-07T10:17:02.845+02:00,2021-01-07T10:17:34.961+02:00,355629267161187,bcc,Nthukwa market
228,2021-01-07,2021-01-07T13:42:20.467+02:00,2021-01-07T13:42:55.690+02:00,355629267161187,bcc,Ndirande market
229,2021-01-07,2021-01-07T14:35:20.357+02:00,2021-01-07T14:37:19.260+02:00,355629267161187,bcc,Limbe market
230,2021-01-09,2021-01-09T09:15:58.130+02:00,2021-01-09T09:16:23.057+02:00,355629267161187,bcc,Chirimba market
231,2021-01-09,2021-01-09T10:21:47.265+02:00,2021-01-09T10:22:13.098+02:00,355629267161187,bcc,Blantyre flea market
232,2021-01-09,2021-01-09T11:38:28.503+02:00,2021-01-09T11:39:21.716+02:00,355629267161187,bcc,Blantyre market
233,2021-01-09,2021-01-09T13:02:06.152+02:00,2021-01-09T13:02:27.635+02:00,355629267161187,bcc,Kachere market
234,2021-01-09,2021-01-09T14:23:03.744+02:00,2021-01-09T14:23:25.866+02:00,355629267161187,bcc,Limbe Hard Ware
235,2021-01-09,2021-01-09T15:29:10.655+02:00,2021-01-09T15:29:42.403+02:00,355629267161187,bcc,Pafumbi bus terminal
236,2021-01-12,2021-01-12T09:01:49.382+02:00,2021-01-12T09:02:25.295+02:00,355629267161187,bcc,Blantyre flea market
237,2021-01-12,2021-01-12T09:26:05.475+02:00,2021-01-12T09:26:27.440+02:00,355629267161187,bcc,Milowa
238,2021-01-12,2021-01-12T11:28:59.755+02:00,2021-01-12T11:29:19.651+02:00,355629267161187,bcc,Limbe market
239,2021-01-12,2021-01-12T12:23:27.232+02:00,2021-01-12T12:23:48.398+02:00,355629267161187,bcc,Limbe flea market
240,2021-01-12,2021-01-12T13:29:17.071+02:00,2021-01-12T13:29:45.614+02:00,355629267161187,bcc,Limbe flea market
241,2021-01-12,2021-01-12T14:48:39.248+02:00,2021-01-12T14:49:12.707+02:00,355629267161187,bcc,Bangwe market
242,2021-01-12,2021-01-12T15:12:06.617+02:00,2021-01-12T15:12:34.796+02:00,355629267161187,bcc,Kachere market
243,2021-01-14,2021-01-14T09:24:04.124+02:00,2021-01-14T09:24:31.220+02:00,355629267161187,bcc,Blantyre flea market
244,2021-01-15,2021-01-15T09:07:35.145+02:00,2021-01-15T09:08:02.708+02:00,355629267161187,bcc,Blantyre flea market
245,2021-01-15,2021-01-15T10:16:23.030+02:00,2021-01-15T10:16:55.894+02:00,355629267161187,bcc,Nancholi Police
246,2021-01-15,2021-01-15T11:38:22.950+02:00,2021-01-15T11:39:05.643+02:00,355629267161187,bcc,Malekano
247,2021-01-15,2021-01-15T12:57:12.004+02:00,2021-01-15T14:28:35.143+02:00,355629267161187,bcc,Bangwe ground
248,2021-01-16,2021-01-16T08:31:58.250+02:00,2021-01-16T08:32:27.769+02:00,355629267161187,bcc,Blantyre flea market
249,2021-01-16,2021-01-16T10:12:44.207+02:00,2021-01-16T10:13:25.952+02:00,355629267161187,bcc,Chirimba market
250,2021-01-16,2021-01-16T11:42:07.594+02:00,2021-01-16T11:42:53.257+02:00,355629267161187,bcc,Wenela Bus terminal
251,2021-01-16,2021-01-16T12:41:26.610+02:00,2021-01-16T12:41:50.274+02:00,355629267161187,bcc,Kachere market
252,2021-01-16,2021-01-16T13:21:02.006+02:00,2021-01-16T13:21:31.092+02:00,355629267161187,bcc,Nkolokoti market
253,2021-01-16,2021-01-16T14:07:00.313+02:00,2021-01-16T14:07:26.405+02:00,355629267161187,bcc,Khama market
254,2021-01-18,2021-01-18T09:29:36.290+02:00,2021-01-18T09:30:21.154+02:00,355629267161187,bcc,Blantyre flea market
255,2021-01-18,2021-01-18T10:39:20.013+02:00,2021-01-18T10:39:42.031+02:00,355629267161187,bcc,Milowa
256,2021-01-18,2021-01-18T12:06:56.693+02:00,2021-01-18T12:07:24.719+02:00,355629267161187,bcc,Limbe Hard Ware
257,2021-01-18,2021-01-18T13:31:04.828+02:00,2021-01-18T13:31:43.503+02:00,355629267161187,bcc,Chirimba market
258,2021-01-18,2021-01-18T14:18:21.806+02:00,2021-01-18T14:18:47.320+02:00,355629267161187,bcc,Limbe market
259,2021-01-18,2021-01-18T15:33:32.815+02:00,2021-01-18T15:33:52.062+02:00,355629267161187,bcc,Nanjiriri market
260,2021-01-19,2021-01-19T09:07:10.039+02:00,2021-01-19T09:07:38.999+02:00,355629267161187,bcc,Blantyre flea market
261,2021-01-19,2021-01-19T10:21:55.402+02:00,2021-01-19T10:22:38.386+02:00,355629267161187,bcc,Chirimba market
262,2021-01-19,2021-01-19T11:57:13.008+02:00,2021-01-19T11:58:04.607+02:00,355629267161187,bcc,Mbayani market
263,2021-01-19,2021-01-19T14:37:53.827+02:00,2021-01-19T14:38:23.657+02:00,355629267161187,bcc,Bangwe market
264,2021-01-19,2021-01-19T15:28:36.612+02:00,2021-01-19T15:29:05.758+02:00,355629267161187,bcc,
265,2021-01-20,2021-01-20T08:40:48.147+02:00,2021-01-20T08:41:13.364+02:00,355629267161187,bcc,Blantyre flea market
266,2021-01-20,2021-01-20T09:28:30.361+02:00,2021-01-20T09:28:50.064+02:00,355629267161187,bcc,Milowa
267,2021-01-20,2021-01-20T10:47:03.471+02:00,2021-01-20T10:47:46.443+02:00,355629267161187,bcc,Chirimba market
268,2021-01-20,2021-01-20T13:32:31.093+02:00,2021-01-20T13:33:06.019+02:00,355629267161187,bcc,Zingwangwa mosque
269,2021-02-26,2021-02-26T13:42:51.293+02:00,2021-02-26T13:43:58.414+02:00,355629267161187,bcc,Queens Guardian shelter
270,2021-02-26,2021-02-26T14:42:13.546+02:00,2021-02-26T14:42:53.326+02:00,355629267161187,bcc,Limbe Hard Ware
271,2021-02-26,2021-02-26T15:00:28.069+02:00,2021-02-26T15:01:14.332+02:00,355629267161187,bcc,Kachere market
272,2021-02-27,2021-02-27T07:15:22.566+02:00,2021-02-27T07:16:20.122+02:00,355629267161187,bcc,Blantyre flea market
273,2021-02-27,2021-02-27T08:30:15.130+02:00,2021-02-27T08:31:05.899+02:00,355629267161187,bcc,Chemusa market
274,2021-02-27,2021-02-27T10:07:34.058+02:00,2021-02-27T10:08:11.448+02:00,355629267161187,bcc,Zingwangwa water board
275,2021-02-27,2021-02-27T11:03:14.169+02:00,2021-02-27T11:05:08.112+02:00,355629267161187,bcc,Kayange
276,2021-02-27,2021-02-27T11:55:51.259+02:00,2021-02-27T11:56:37.052+02:00,355629267161187,bcc,Zingwangwa mosque
277,2021-02-27,2021-02-27T13:08:27.356+02:00,2021-02-27T13:08:54.905+02:00,355629267161187,bcc,Limbe Hard Ware
278,2021-02-27,2021-02-27T14:15:30.434+02:00,2021-02-27T14:16:13.420+02:00,355629267161187,bcc,Pafumbi bus terminal
279,2021-02-28,2021-02-28T07:30:22.605+02:00,2021-02-28T07:30:45.992+02:00,355629267161187,bcc,Blantyre flea market
280,2021-02-28,2021-02-28T09:45:09.877+02:00,2021-02-28T09:45:38.499+02:00,355629267161187,bcc,Blantyre market
281,2021-02-28,2021-02-28T10:57:54.502+02:00,2021-02-28T10:58:12.371+02:00,355629267161187,bcc,
282,2021-02-28,2021-02-28T12:49:03.508+02:00,2021-02-28T12:50:07.185+02:00,355629267161187,bcc,
283,2021-02-28,2021-02-28T12:51:03.202+02:00,2021-02-28T12:51:24.920+02:00,355629267161187,,
284,2021-02-28,2021-02-28T14:00:38.959+02:00,2021-02-28T14:01:08.334+02:00,355629267161187,bcc,Mbwerela
285,2021-02-28,2021-02-28T15:11:50.965+02:00,2021-02-28T15:12:23.188+02:00,355629267161187,bcc,Nanjiriri market
286,2021-02-28,2021-02-28T04:09:31.013+02:00,2021-02-28T04:10:02.529+02:00,355629267161187,bcc,Khama market
287,2021-03-11,2021-03-11T08:31:02.437+02:00,2021-03-11T08:31:28.804+02:00,355629267161187,bcc,Blantyre flea market
288,2021-02-28,2021-02-28T07:25:07.592+02:00,2021-02-28T07:25:31.594+02:00,355629267161187,bcc,Blantyre flea market
289,2021-02-28,2021-02-28T08:40:19.499+02:00,2021-02-28T08:40:56.198+02:00,355629267161187,bcc,Blantyre market
290,2021-02-28,2021-02-28T12:09:53.707+02:00,2021-02-28T12:10:16.138+02:00,355629267161187,bcc,Chirimba market
291,2021-02-28,2021-02-28T13:50:43.486+02:00,2021-02-28T13:56:08.506+02:00,355629267161187,bcc,Kameza round a bout
292,2021-02-28,2021-02-28T14:49:34.054+02:00,2021-02-28T14:50:15.608+02:00,355629267161187,bcc,Bangwe market
293,2021-02-28,2021-02-28T15:48:55.219+02:00,2021-02-28T15:49:34.693+02:00,355629267161187,bcc,Pafumbi bus terminal
294,2021-03-01,2021-03-01T06:46:37.569+02:00,2021-03-01T06:47:04.463+02:00,355629267161187,bcc,Blantyre flea market
295,2021-03-01,2021-03-01T06:47:13.763+02:00,2021-03-01T06:47:47.822+02:00,355629267161187,bcc,Mbayani market
296,2021-03-02,2021-03-02T11:05:10.826+02:00,2021-03-02T11:06:55.728+02:00,355629267161187,bcc,Blantyre flea market
297,2021-03-02,2021-03-02T12:04:51.506+02:00,2021-03-02T12:06:33.283+02:00,355629267161187,bcc,Limbe market
298,2021-03-02,2021-03-02T14:38:58.505+02:00,2021-03-02T14:39:25.386+02:00,355629267161187,bcc,Manase Market
299,2021-03-02,2021-03-02T15:57:14.336+02:00,2021-03-02T15:57:52.884+02:00,355629267161187,bcc,Naizi market
300,2021-03-03,2021-03-03T09:13:24.929+02:00,2021-03-03T09:13:45.259+02:00,355629267161187,bcc,Blantyre flea market
301,2021-03-03,2021-03-03T10:23:43.046+02:00,2021-03-03T10:24:10.853+02:00,355629267161187,bcc,Blantyre market
302,2021-03-03,2021-03-03T11:15:16.513+02:00,2021-03-03T11:18:04.012+02:00,355629267161187,bcc,Queens Guardian shelter
303,2021-03-03,2021-03-03T13:02:19.662+02:00,2021-03-03T13:02:49.169+02:00,355629267161187,bcc,Mbwerela
304,2021-03-03,2021-03-03T13:31:19.408+02:00,2021-03-03T13:31:46.933+02:00,355629267161187,bcc,Kachere market
305,2021-03-04,2021-03-04T11:34:48.798+02:00,2021-03-04T11:35:22.038+02:00,355629267161187,bcc,Blantyre flea market
306,2021-03-04,2021-03-04T12:21:15.122+02:00,2021-03-04T12:21:32.992+02:00,355629267161187,bcc,Limbe flea market
307,2021-03-04,2021-03-04T13:30:40.957+02:00,2021-03-04T13:31:07.564+02:00,355629267161187,bcc,Limbe market
308,2021-03-04,2021-03-04T14:50:38.742+02:00,2021-03-04T14:52:37.184+02:00,355629267161187,bcc,Milowa
309,2021-03-04,2021-03-04T16:02:13.076+02:00,2021-03-04T16:02:41.742+02:00,355629267161187,bcc,Limbe Hard Ware
310,2021-03-05,2021-03-05T10:00:02.578+02:00,2021-03-05T10:00:35.913+02:00,355629267161187,bcc,Blantyre flea market
311,2021-03-05,2021-03-05T10:20:25.360+02:00,2021-03-05T10:20:52.008+02:00,355629267161187,bcc,Blantyre market
312,2021-03-05,2021-03-05T12:02:54.308+02:00,2021-03-05T12:03:12.364+02:00,355629267161187,bcc,Limbe flea market
313,2021-03-05,2021-03-05T13:57:46.131+02:00,2021-03-05T13:58:20.418+02:00,355629267161187,bcc,Chirimba market
314,2021-03-09,2021-03-09T11:47:08.492+02:00,2021-03-09T11:47:49.170+02:00,355629267161187,bcc,Ndirande market
315,2021-03-09,2021-03-09T12:58:23.531+02:00,2021-03-09T12:58:57.264+02:00,355629267161187,bcc,Chemusa market
316,2021-03-09,2021-03-09T13:55:26.024+02:00,2021-03-09T13:55:54.286+02:00,355629267161187,bcc,Mbayani market
317,2021-03-09,2021-03-09T14:45:14.541+02:00,2021-03-09T14:45:41.503+02:00,355629267161187,bcc,Kachere market
318,2021-03-10,2021-03-10T07:38:12.612+02:00,2021-03-10T07:38:36.188+02:00,355629267161187,bcc,Blantyre flea market
319,2021-03-10,2021-03-10T08:40:11.032+02:00,2021-03-10T08:40:34.259+02:00,355629267161187,bcc,Milowa
320,2021-03-10,2021-03-10T09:41:12.400+02:00,2021-03-10T09:41:30.801+02:00,355629267161187,bcc,Kachere market
321,2021-03-10,2021-03-10T10:50:19.090+02:00,2021-03-10T10:50:38.023+02:00,355629267161187,bcc,Kachere market
322,2021-03-10,2021-03-10T11:59:58.976+02:00,2021-03-10T12:01:11.204+02:00,355629267161187,bcc,Thawale market
323,2021-03-10,2021-03-10T13:30:55.655+02:00,2021-03-10T13:31:50.714+02:00,355629267161187,bcc,Zingwangwa water board
324,2021-03-10,2021-03-10T14:30:23.613+02:00,2021-03-10T14:31:14.115+02:00,355629267161187,bcc,Chilobwe
325,2021-03-11,2021-03-11T09:15:38.562+02:00,2021-03-11T09:16:05.628+02:00,355629267161187,bcc,Blantyre market
326,2021-03-11,2021-03-11T10:55:29.110+02:00,2021-03-11T10:55:56.205+02:00,355629267161187,bcc,Chilomoni market
327,2021-03-11,2021-03-11T13:51:07.532+02:00,2021-03-11T13:51:34.886+02:00,355629267161187,bcc,Limbe flea market
328,2021-03-11,2021-03-11T14:59:52.030+02:00,2021-03-11T15:00:53.634+02:00,355629267161187,bcc,Khama market
329,2021-03-11,2021-03-11T16:56:10.905+02:00,2021-03-11T16:57:02.562+02:00,355629267161187,bcc,Limbe Hard Ware
330,2021-03-12,2021-03-12T08:40:22.194+02:00,2021-03-12T08:40:50.236+02:00,355629267161187,bcc,Blantyre flea market
331,2021-03-12,2021-03-12T09:39:01.446+02:00,2021-03-12T09:39:18.411+02:00,355629267161187,bcc,Milowa
332,2021-03-12,2021-03-12T10:44:42.325+02:00,2021-03-12T10:45:10.658+02:00,355629267161187,bcc,Limbe market
333,2021-03-12,2021-03-12T12:40:12.609+02:00,2021-03-12T12:40:33.493+02:00,355629267161187,bcc,Mbwerela
334,2021-03-12,2021-03-12T13:51:14.984+02:00,2021-03-12T13:51:49.975+02:00,355629267161187,bcc,Mibawa Bus terminals
335,2021-03-12,2021-03-12T15:16:45.038+02:00,2021-03-12T15:18:04.916+02:00,355629267161187,bcc,Bangwe market
336,2021-03-13,2021-03-13T09:38:14.993+02:00,2021-03-13T09:38:39.322+02:00,355629267161187,bcc,Blantyre flea market
337,2021-03-13,2021-03-13T10:38:57.130+02:00,2021-03-13T10:39:20.175+02:00,355629267161187,bcc,Nanjiriri market
338,2021-03-13,2021-03-13T11:43:15.483+02:00,2021-03-13T11:43:36.049+02:00,355629267161187,bcc,Milowa
339,2021-03-13,2021-03-13T12:50:33.914+02:00,2021-03-13T12:50:53.251+02:00,355629267161187,bcc,Milowa
340,2021-03-13,2021-03-13T14:20:10.200+02:00,2021-03-13T14:20:39.339+02:00,355629267161187,bcc,Zingwangwa water board
341,2021-03-13,2021-03-13T15:56:58.730+02:00,2021-03-13T15:57:16.833+02:00,355629267161187,bcc,Limbe Hard Ware
342,2021-03-14,2021-03-14T09:21:09.095+02:00,2021-03-14T09:21:30.456+02:00,355629267161187,bcc,Blantyre flea market
343,2021-03-14,2021-03-14T10:38:59.925+02:00,2021-03-14T10:39:22.519+02:00,355629267161187,bcc,Blantyre market
344,2021-03-14,2021-03-14T11:37:07.258+02:00,2021-03-14T11:37:45.845+02:00,355629267161187,bcc,Bangwe market
345,2021-03-14,2021-03-14T13:56:10.807+02:00,2021-03-14T13:56:31.372+02:00,355629267161187,bcc,Kameza round a bout
346,2021-03-14,2021-03-14T15:50:23.767+02:00,2021-03-14T15:50:47.264+02:00,355629267161187,bcc,Ndirande market
347,2021-03-16,2021-03-16T09:16:07.057+02:00,2021-03-16T09:16:32.028+02:00,355629267161187,bcc,Blantyre flea market
348,2021-03-16,2021-03-16T10:12:03.519+02:00,2021-03-16T10:12:25.704+02:00,355629267161187,bcc,Blantyre market
349,2021-03-16,2021-03-16T12:08:31.558+02:00,2021-03-16T12:08:54.405+02:00,355629267161187,bcc,Blantyre market
350,2021-03-16,2021-03-16T13:44:32.471+02:00,2021-03-16T13:44:53.778+02:00,355629267161187,bcc,Limbe market
351,2021-03-16,2021-03-16T15:10:14.953+02:00,2021-03-16T15:12:18.390+02:00,355629267161187,bcc,
352,2021-03-16,2021-03-16T15:37:27.907+02:00,2021-03-16T15:38:00.207+02:00,355629267161187,bcc,Kachere market
353,2021-03-29,2021-03-29T08:58:11.845+02:00,2021-03-29T08:58:41.211+02:00,355629267161187,bcc,Blantyre flea market
354,2021-03-29,2021-03-29T10:24:44.916+02:00,2021-03-29T10:25:02.209+02:00,355629267161187,bcc,Limbe market
355,2021-03-29,2021-03-29T11:03:42.291+02:00,2021-03-29T11:04:25.303+02:00,355629267161187,bcc,Thawale market
356,2021-03-29,2021-03-29T11:48:28.632+02:00,2021-03-29T11:49:09.928+02:00,355629267161187,bcc,Soche market
357,2021-03-29,2021-03-29T12:19:42.715+02:00,2021-03-29T12:20:05.836+02:00,355629267161187,bcc,Kachere market
358,2021-03-17,2021-03-17T09:28:38.839+02:00,2021-03-17T09:29:06.514+02:00,355629267161187,bcc,Blantyre flea market
359,2021-03-17,2021-03-17T10:16:18.591+02:00,2021-03-17T10:16:37.879+02:00,355629267161187,bcc,Blantyre market
360,2021-03-17,2021-03-17T11:36:43.233+02:00,2021-03-17T11:37:07.704+02:00,355629267161187,bcc,Chilobwe
361,2021-03-17,2021-03-17T13:13:34.520+02:00,2021-03-17T13:13:53.393+02:00,355629267161187,bcc,Limbe flea market
362,2021-03-17,2021-03-17T14:21:07.020+02:00,2021-03-17T14:21:30.690+02:00,355629267161187,bcc,Chirimba market
363,2021-03-18,2021-03-18T15:54:02.540+02:00,2021-03-18T15:54:27.314+02:00,355629267161187,bcc,Blantyre market
364,2021-03-18,2021-03-18T16:53:14.510+02:00,2021-03-18T16:53:47.563+02:00,355629267161187,bcc,Limbe flea market
365,2021-07-16,2021-07-16T16:45:22.137+02:00,2021-07-17T09:26:27.720+02:00,355629267161187,bcc,Blantyre flea market
366,2021-07-17,2021-07-17T10:45:03.556+02:00,2021-07-17T10:45:25.535+02:00,355629267161187,bcc,Mbayani market
367,2021-03-19,2021-03-19T09:02:32.260+02:00,2021-03-19T09:03:03.032+02:00,355629267161187,bcc,Blantyre flea market
368,2021-03-19,2021-03-19T11:47:09.551+02:00,2021-03-19T11:47:30.034+02:00,355629267161187,bcc,Chirimba market
369,2021-03-19,2021-03-19T13:21:14.227+02:00,2021-03-19T13:21:31.956+02:00,355629267161187,bcc,Chirimba market
370,2021-03-19,2021-03-19T15:12:20.773+02:00,2021-03-19T15:12:54.749+02:00,355629267161187,bcc,Chirimba market
371,2021-03-20,2021-03-20T10:45:02.136+02:00,2021-03-20T10:46:51.103+02:00,355629267161187,bcc,Limbe market
372,2021-03-20,2021-03-20T11:01:43.130+02:00,2021-03-20T11:03:02.343+02:00,355629267161187,bcc,Nkolokoti market
373,2021-03-20,2021-03-20T11:48:10.206+02:00,2021-03-20T11:48:28.424+02:00,355629267161187,bcc,Milowa
374,2021-03-20,2021-03-20T12:52:11.244+02:00,2021-03-20T12:52:28.880+02:00,355629267161187,bcc,Limbe flea market
375,2021-03-20,2021-03-20T14:51:44.895+02:00,2021-03-20T14:52:06.581+02:00,355629267161187,bcc,Kachere market
376,2021-03-20,2021-03-20T16:36:37.419+02:00,2021-03-20T16:36:53.259+02:00,355629267161187,bcc,Limbe flea market
377,2021-03-22,2021-03-22T11:29:53.002+02:00,2021-03-22T11:30:47.064+02:00,355629267161187,bcc,Manase Market
378,2021-03-22,2021-03-22T12:16:26.334+02:00,2021-03-22T12:16:49.778+02:00,355629267161187,bcc,Milowa
379,2021-03-22,2021-03-22T13:41:15.827+02:00,2021-03-22T13:41:32.629+02:00,355629267161187,bcc,Limbe Hard Ware
380,2021-03-22,2021-03-22T14:28:29.250+02:00,2021-03-22T14:28:48.336+02:00,355629267161187,bcc,Milowa
381,2021-03-22,2021-03-22T15:26:25.329+02:00,2021-03-22T15:26:41.773+02:00,355629267161187,bcc,Limbe Hard Ware
382,2021-03-23,2021-03-23T09:12:57.028+02:00,2021-03-23T09:13:32.233+02:00,355629267161187,bcc,Blantyre flea market
383,2021-03-23,2021-03-23T09:29:49.692+02:00,2021-03-23T09:30:10.409+02:00,355629267161187,bcc,Blantyre market
384,2021-03-23,2021-03-23T11:05:12.260+02:00,2021-03-23T11:05:35.406+02:00,355629267161187,bcc,Chirimba market
385,2021-03-23,2021-03-23T13:28:54.519+02:00,2021-03-23T13:29:26.115+02:00,355629267161187,bcc,Kachere market
386,2021-03-24,2021-03-24T10:15:38.082+02:00,2021-03-24T10:16:12.793+02:00,355629267161187,bcc,Blantyre flea market
387,2021-03-24,2021-03-24T11:59:47.121+02:00,2021-03-24T12:00:04.807+02:00,355629267161187,bcc,Milowa
388,2021-03-24,2021-03-24T13:06:14.520+02:00,2021-03-24T13:06:42.719+02:00,355629267161187,bcc,Blantyre market
389,2021-03-24,2021-03-24T13:59:06.092+02:00,2021-03-24T13:59:25.053+02:00,355629267161187,bcc,Limbe flea market
390,2021-03-24,2021-03-24T15:02:09.806+02:00,2021-03-24T15:03:01.046+02:00,355629267161187,bcc,Khama market
391,2021-03-27,2021-03-27T10:08:56.591+02:00,2021-03-27T10:09:35.792+02:00,355629267161187,bcc,Blantyre flea market
392,2021-03-27,2021-03-27T11:15:42.887+02:00,2021-03-27T11:16:04.878+02:00,355629267161187,bcc,Blantyre market
393,2021-03-27,2021-03-27T12:21:14.022+02:00,2021-03-27T12:21:35.682+02:00,355629267161187,bcc,Milowa
394,2021-03-27,2021-03-27T13:23:18.425+02:00,2021-03-27T13:23:35.768+02:00,355629267161187,bcc,Limbe market
395,2021-03-28,2021-03-28T09:34:03.644+02:00,2021-03-28T09:34:21.881+02:00,355629267161187,bcc,Chirimba market
396,2021-03-28,2021-03-28T11:06:46.083+02:00,2021-03-28T11:07:07.772+02:00,355629267161187,bcc,Limbe market
397,2021-03-28,2021-03-28T11:54:23.461+02:00,2021-03-28T11:54:45.999+02:00,355629267161187,bcc,Limbe Hard Ware
398,2021-08-31,2021-08-31T14:11:09.020+02,2021-08-31T14:11:31.450+02,358113060946786,bcc,Limbe Hard Ware
399,2021-03-30,2021-03-30T11:48:52.993+02:00,2021-03-30T07:29:22.009+02:00,355629267161187,bcc,Blantyre flea market
400,2021-03-30,2021-03-30T07:29:40.521+02:00,2021-03-30T09:30:48.526+02:00,355629267161187,bcc,Blantyre market
401,2021-03-30,2021-03-30T11:56:13.784+02:00,2021-03-30T11:56:34.421+02:00,355629267161187,bcc,Limbe market
402,2021-03-30,2021-03-30T13:04:10.889+02:00,2021-03-30T13:04:30.811+02:00,355629267161187,bcc,Limbe market
403,2021-03-30,2021-03-30T14:16:09.014+02:00,2021-03-30T14:17:29.167+02:00,355629267161187,bcc,Kachere market
404,2021-03-31,2021-03-31T09:46:27.469+02:00,2021-03-31T09:47:18.656+02:00,355629267161187,bcc,Blantyre flea market
405,2021-03-31,2021-03-31T10:30:13.954+02:00,2021-03-31T10:31:00.146+02:00,355629267161187,bcc,Bangwe market
406,2021-04-01,2021-04-01T08:43:29.257+02:00,2021-04-01T08:44:07.659+02:00,355629267161187,bcc,Blantyre flea market
407,2021-04-01,2021-04-01T09:58:33.527+02:00,2021-04-01T09:58:53.291+02:00,355629267161187,bcc,
408,2021-04-01,2021-04-01T11:13:42.521+02:00,2021-04-01T11:14:22.372+02:00,355629267161187,bcc,Blantyre market
409,2021-04-01,2021-04-01T12:37:18.776+02:00,2021-04-01T12:37:35.076+02:00,355629267161187,bcc,Kachere market
410,2021-04-02,2021-04-02T07:33:13.123+02:00,2021-04-02T07:33:35.117+02:00,355629267161187,bcc,Limbe market
411,2021-04-02,2021-04-02T09:34:12.759+02:00,2021-04-02T09:34:44.314+02:00,355629267161187,bcc,Limbe flea market
412,2021-04-02,2021-04-02T11:54:29.016+02:00,2021-04-02T11:54:46.778+02:00,355629267161187,bcc,Milowa
413,2021-04-02,2021-04-02T13:04:13.277+02:00,2021-04-02T13:04:31.646+02:00,355629267161187,bcc,Limbe market
414,2021-04-02,2021-04-02T14:10:41.154+02:00,2021-04-02T14:10:58.122+02:00,355629267161187,bcc,Limbe market
415,2021-04-02,2021-04-02T15:11:02.977+02:00,2021-04-02T15:11:26.414+02:00,355629267161187,bcc,Limbe Hard Ware
416,2021-04-02,2021-04-02T16:19:43.911+02:00,2021-04-02T16:20:05.625+02:00,355629267161187,bcc,Limbe Hard Ware
417,2021-04-03,2021-04-03T07:24:31.531+02:00,2021-04-03T07:25:00.061+02:00,355629267161187,bcc,Blantyre flea market
418,2021-04-03,2021-04-03T09:05:10.544+02:00,2021-04-03T09:05:30.718+02:00,355629267161187,bcc,Limbe flea market
419,2021-04-03,2021-04-03T11:15:09.434+02:00,2021-04-03T11:15:27.601+02:00,355629267161187,bcc,Milowa
420,2021-04-03,2021-04-03T12:27:23.427+02:00,2021-04-03T12:28:07.909+02:00,355629267161187,bcc,Chirimba market
421,2021-04-03,2021-04-03T16:13:28.622+02:00,2021-04-03T16:14:46.292+02:00,355629267161187,bcc,
422,2021-04-05,2021-04-05T07:16:22.639+02:00,2021-04-05T07:16:50.964+02:00,355629267161187,bcc,Blantyre flea market
423,2021-04-05,2021-04-05T07:17:16.383+02:00,2021-04-06T10:46:54.239+02:00,355629267161187,bcc,Blantyre flea market
424,2021-04-06,2021-04-06T10:59:56.298+02:00,2021-04-06T11:00:26.135+02:00,355629267161187,bcc,Blantyre market
425,2021-04-06,2021-04-06T11:32:12.658+02:00,2021-04-06T11:32:33.423+02:00,355629267161187,bcc,Limbe flea market
426,2021-04-06,2021-04-06T13:41:48.208+02:00,2021-04-06T13:42:18.623+02:00,355629267161187,bcc,Pafumbi bus terminal
427,2021-04-06,2021-04-06T16:32:03.126+02:00,2021-04-06T16:32:25.020+02:00,355629267161187,bcc,Milowa
428,2021-04-07,2021-04-07T09:29:19.137+02:00,2021-04-07T09:29:40.254+02:00,355629267161187,bcc,Blantyre flea market
429,2021-04-07,2021-04-07T10:10:56.362+02:00,2021-04-07T10:11:15.414+02:00,355629267161187,bcc,
430,2021-04-07,2021-04-07T10:45:20.353+02:00,2021-04-07T10:45:49.083+02:00,355629267161187,bcc,Blantyre market
431,2021-04-07,2021-04-07T12:32:58.372+02:00,2021-04-07T12:33:26.636+02:00,355629267161187,bcc,Zingwangwa mosque
432,2021-06-29,2021-06-29T10:54:50.089+02:00,2021-06-29T10:55:13.720+02:00,355629267161187,bcc,Blantyre flea market
433,2021-06-29,2021-06-29T11:16:49.754+02:00,2021-06-29T11:17:05.882+02:00,355629267161187,bcc,Limbe market
434,2021-04-08,2021-04-08T11:46:25.596+02:00,2021-04-15T14:39:28.862+02:00,355629267161187,bcc,Blantyre flea market
435,2021-04-16,2021-04-16T10:02:45.032+02:00,2021-04-16T10:03:19.063+02:00,355629267161187,bcc,Blantyre flea market
436,2021-04-16,2021-04-16T10:41:46.342+02:00,2021-04-16T10:42:23.953+02:00,355629267161187,bcc,Chirimba market
437,2021-04-16,2021-04-16T12:10:01.133+02:00,2021-04-16T12:10:36.311+02:00,355629267161187,bcc,Kameza round a bout
438,2021-04-16,2021-04-16T14:10:37.531+02:00,2021-04-16T14:10:56.605+02:00,355629267161187,bcc,Khama market
439,2021-04-16,2021-04-16T15:13:06.878+02:00,2021-04-16T15:13:27.284+02:00,355629267161187,bcc,Milowa
440,2021-04-16,2021-04-16T15:51:41.229+02:00,2021-04-16T15:52:09.461+02:00,355629267161187,bcc,Pafumbi bus terminal
441,2021-04-17,2021-04-17T11:16:37.463+02:00,2021-04-17T11:16:52.737+02:00,355629267161187,bcc,Milowa
